county,office,district,party,candidate,votes
Sumter,Retention of Carrie Ann Wozniak,Fifth District Court of Appeal,NOP,No,18446
Sumter,Retention of Carrie Ann Wozniak,Fifth District Court of Appeal,NOP,Yes,56854
Sumter,Retention of Charles T. Canady,Justice of the Supreme Court,NA,OverVotes,28
Sumter,Retention of Charles T. Canady,Justice of the Supreme Court,NA,UnderVotes,12449
Sumter,Retention of Charles T. Canady,Justice of the Supreme Court,NOP,No,20599
Sumter,Retention of Charles T. Canady,Justice of the Supreme Court,NOP,Yes,56592
Sumter,Retention of Dan Traver,Fifth District Court of Appeal,NA,OverVotes,52
Sumter,Retention of Dan Traver,Fifth District Court of Appeal,NA,UnderVotes,14712
Sumter,Retention of Dan Traver,Fifth District Court of Appeal,NOP,No,18108
Sumter,Retention of Dan Traver,Fifth District Court of Appeal,NOP,Yes,56796
Sumter,Retention of James A. Edwards,Fifth District Court of Appeal,NA,OverVotes,10
Sumter,Retention of James A. Edwards,Fifth District Court of Appeal,NA,UnderVotes,14823
Sumter,Retention of James A. Edwards,Fifth District Court of Appeal,NOP,No,18244
Sumter,Retention of James A. Edwards,Fifth District Court of Appeal,NOP,Yes,56591
Sumter,Retention of Jamie Grosshans,Justice of the Supreme Court,NA,OverVotes,21
Sumter,Retention of Jamie Grosshans,Justice of the Supreme Court,NA,UnderVotes,13363
Sumter,Retention of Jamie Grosshans,Justice of the Supreme Court,NOP,No,20039
Sumter,Retention of Jamie Grosshans,Justice of the Supreme Court,NOP,Yes,56245
Sumter,Retention of Jay Cohen,Fifth District Court of Appeal,NA,OverVotes,48
Sumter,Retention of Jay Cohen,Fifth District Court of Appeal,NA,UnderVotes,14295
Sumter,Retention of Jay Cohen,Fifth District Court of Appeal,NOP,No,25038
Sumter,Retention of Jay Cohen,Fifth District Court of Appeal,NOP,Yes,50287
Sumter,Retention of John D. Couriel,Justice of the Supreme Court,NA,OverVotes,16
Sumter,Retention of John D. Couriel,Justice of the Supreme Court,NA,UnderVotes,13163
Sumter,Retention of John D. Couriel,Justice of the Supreme Court,NOP,No,20029
Sumter,Retention of John D. Couriel,Justice of the Supreme Court,NOP,Yes,56460
Sumter,Retention of Jorge Labarga,Justice of the Supreme Court,NA,OverVotes,29
Sumter,Retention of Jorge Labarga,Justice of the Supreme Court,NA,UnderVotes,13504
Sumter,Retention of Jorge Labarga,Justice of the Supreme Court,NOP,No,23970
Sumter,Retention of Jorge Labarga,Justice of the Supreme Court,NOP,Yes,52165
Sumter,Retention of Mary Nardella,Fifth District Court of Appeal,NA,OverVotes,30
Sumter,Retention of Mary Nardella,Fifth District Court of Appeal,NA,UnderVotes,14560
Sumter,Retention of Mary Nardella,Fifth District Court of Appeal,NOP,No,19275
Sumter,Retention of Mary Nardella,Fifth District Court of Appeal,NOP,Yes,55803
Sumter,Retention of Ricky Polston,Justice of the Supreme Court,NA,OverVotes,8
Sumter,Retention of Ricky Polston,Justice of the Supreme Court,NA,UnderVotes,13440
Sumter,Retention of Ricky Polston,Justice of the Supreme Court,NOP,No,21565
Sumter,Retention of Ricky Polston,Justice of the Supreme Court,NOP,Yes,54655
Sumter,State House,52,DEM,Ash Marwah,23743
Sumter,State House,52,NA,OverVotes,10
Sumter,State House,52,NA,UnderVotes,2498
Sumter,State House,52,REP,John Temple,63417
Sumter,State Senate,11,GRE,Brian Patrick Moore,18878
Sumter,State Senate,11,NA,OverVotes,3
Sumter,State Senate,11,NA,UnderVotes,6459
Sumter,State Senate,11,REP,Blaise Ingoglia,64328
Sumter,U.S. House,11,DEM,Shante Munns,22297
Sumter,U.S. House,11,NA,OverVotes,6
Sumter,U.S. House,11,NA,UnderVotes,1295
Sumter,U.S. House,11,NPA,Kevin Porter,1414
Sumter,U.S. House,11,REP,Daniel Webster,64656
Sumter,U.S. Senate,NA,DEM,Val Demings,25010
Sumter,U.S. Senate,NA,LPF,Dennis Misigoy,189
Sumter,U.S. Senate,NA,NA,OverVotes,10
Sumter,U.S. Senate,NA,NA,UnderVotes,330
Sumter,U.S. Senate,NA,NA,WriteinVotes,12
Sumter,U.S. Senate,NA,NPA,Steven B. Grant,220
Sumter,U.S. Senate,NA,NPA,Tuan TQ Nguyen,91
Sumter,U.S. Senate,NA,REP,Marco Rubio,63806
Sumter,Village Community Development,6,NA,OverVotes,0
Sumter,Village Community Development,6,NA,UnderVotes,1759
Sumter,Village Community Development,6,NOP,"John ""Gordon"" Platt",1849
Sumter,Village Community Development,6,NOP,Linda Grzesik,4290
Suwannee,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NA,OverVotes,5
Suwannee,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NA,UnderVotes,1153
Suwannee,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NOP,No for Rejection,7688
Suwannee,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NOP,Yes for Approval,7553
Suwannee,Amendment No. 2: Abolishing the Constitution Revision Commission,NA,NA,OverVotes,4
Suwannee,Amendment No. 2: Abolishing the Constitution Revision Commission,NA,NA,UnderVotes,1221
